Country,Type,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Saint Kitts and Nevis,Country area,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
Saint Kitts and Nevis,Cropland,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0,8.0,7.5,7.3,7.1,7.1,7.03,4.0,4.01,4.09,4.1,4.2,4.6,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Saint Lucia,Country area,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
Saint Lucia,Cropland,14.0,14.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,16.9,17.0,17.0,17.0,17.0,17.2,17.5,17.8,18.0,18.2,18.5,18.8,19.2,19.0,19.0,19.0,18.9,17.8,17.7,17.7,17.5,16.0,15.7,15.4,14.0,14.0,12.9,12.6,11.9,11.2,10.0,9.9,9.3,9.3,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Saint Pierre and Miquelon,Country area,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
Saint Pierre and Miquelon,Cropland,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Saint Vincent and the Grenadines,Country area,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
Saint Vincent and the Grenadines,Cropland,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,11.0,9.66,9.3,8.94,8.58,8.22,7.86,7.5,7.14,6.78,6.42,6.06,5.7,5.34,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Saint-Martin (French part),Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Samoa,Country area,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0
Samoa,Cropland,55.0,56.0,56.0,56.0,61.0,61.0,61.0,62.0,62.0,62.5,63.0,63.0,63.0,63.0,64.0,68.0,70.0,70.0,72.5,73.0,76.0,76.0,76.6,77.0,77.0,77.4,75.7,76.0,52.2,52.0,52.0,50.0,50.0,49.0,49.0,49.0,49.0,49.0,48.3,45.0,45.0,44.0,42.0,40.0,38.0,36.2,34.5,32.0,29.9,35.5,41.0,46.5,52.0,57.5,63.54,63.6,63.6,63.6
San Marino,Country area,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
San Marino,Cropland,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,2.3,2.3,2.3
Sao Tome and Principe,Country area,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0
Sao Tome and Principe,Cropland,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,41.0,41.0,41.0,41.0,41.0,43.0,44.0,44.0,45.0,45.0,46.0,48.0,50.0,50.0,52.0,48.0,47.0,47.0,47.0,46.0,46.0,45.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
Saudi Arabia,Country area,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0,214969.0
Saudi Arabia,Cropland,1170.0,1190.0,1212.0,1241.0,1262.0,1284.0,1304.0,1340.0,1375.0,1420.0,1467.0,1517.0,1570.0,1640.0,1684.0,1750.0,1804.0,1856.0,1909.0,1962.0,2013.0,2068.0,2270.0,2423.0,2625.0,2780.0,2980.0,3130.0,3290.0,3481.0,3672.0,3746.0,3785.0,3785.0,3785.0,3785.0,3785.0,3785.0,3785.0,3785.0,3791.0,3793.0,3798.0,3709.0,3717.0,3674.0,3675.0,3572.0,3435.0,3406.0,3388.0,3345.0,3295.0,3575.3,3635.4,3619.0,3629.2,3629.0
Senegal,Country area,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0,19671.0
Senegal,Cropland,2947.0,2947.0,3047.0,3047.0,3147.0,3147.0,3247.0,3417.0,3203.0,3164.0,3246.0,3246.0,3296.0,3346.0,3346.0,3345.0,3144.0,3143.0,3142.0,3141.0,3140.0,3139.0,3138.0,3137.0,3136.0,3134.0,3132.0,3130.0,3127.0,3125.0,3009.0,3080.0,3118.0,3215.0,3115.0,3257.0,2978.0,2740.0,3462.0,3377.0,3149.0,3100.0,2982.0,3037.0,3176.0,2888.0,2903.0,3675.0,3888.0,3858.0,3365.0,3365.0,3268.0,3272.0,3273.0,3278.0,3278.0,3278.0
Senegal,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,54.0,60.0,67.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8836.0,8836.0,8836.0,8836.0,8836.0,8836.0,8836.0,8836.0,8836.0,8836.0,8836.0,8836.0,8836.0
Serbia,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786.9,2806.7,2850.9,2803.0,2844.4,2828.1,2749.4,2778.0,2793.2,2791.0,2802.0,2803.0,2788.0
Serbia,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,45.0,55.0,43.0,50.0,47.0
Seychelles,Country area,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
Seychelles,Cropland,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.9,2.4,1.5,1.5,1.55,1.55,1.55,1.55,1.55,1.55
Sierra Leone,Country area,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0,7230.0
Sierra Leone,Cropland,410.0,415.0,420.0,425.0,430.0,435.0,440.0,450.0,455.0,460.0,465.0,470.0,475.0,480.0,485.0,490.0,495.0,505.0,515.0,520.0,525.0,540.0,545.0,560.0,610.0,615.0,620.0,621.0,621.0,621.0,621.0,611.0,611.0,610.0,610.0,610.0,609.0,609.0,604.0,610.0,801.52,1030.08,1366.67,1572.73,1612.02,1829.88,1423.72,1512.23,1600.97,1730.38,1817.63,1636.65,1748.65,1749.0,1749.0,1749.0,1749.0,1749.0
Singapore,Country area,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.5,69.7,69.9,69.9,70.4,70.5,71.0,71.0,71.2,71.4,71.6,71.7,71.9,71.9,71.9,71.9,71.9
Singapore,Cropland,14.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,10.0,11.0,11.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,2.0,2.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.8,0.8,0.76,0.75,0.8,0.7,0.7,0.74,0.73,0.73,0.67,0.66,0.66,0.66,0.66,0.66
Sint Maarten (Dutch part),Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
Slovakia,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.0,4903.5,4904.0,4903.7,4903.6,4903.6,4903.6,4903.0,4903.0,4903.0,4903.0,4903.0
Slovakia,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1611.0,1611.0,1606.0,1602.0,1599.0,1595.0,1587.0,1575.0,1471.0,1438.0,1441.0,1420.0,1417.0,1403.0,1402.0,1405.0,1406.0,1417.4,1411.5,1412.5,1382.4,1378.0,1368.0,1365.0,1361.0,1365.0
Slovakia,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2027.0,2067.5,2067.5,2067.5,2067.5,2048.0,2048.0
Slovenia,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,235.0,230.0,229.0,224.0,205.0,203.0,202.0,204.0,203.0,198.0,202.0,205.0,204.0,206.0,201.0,233.48,235.15,236.31,236.89,235.67,237.27,237.11,237.34,237.71,238.03,235.75
Slovenia,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.1,3.2,3.2
Solomon Islands,Country area,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0
Solomon Islands,Cropland,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,52.0,54.0,54.0,54.0,57.0,57.0,59.0,59.0,61.0,60.0,62.0,63.0,63.0,64.0,66.0,66.0,66.0,67.0,67.0,67.0,68.0,69.0,69.0,70.0,72.0,75.0,75.0,81.0,86.0,86.0,89.0,93.0,99.0,102.0,103.0,103.0,103.5,105.0,106.0,109.0,109.0
Somalia,Country area,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0,63766.0
Somalia,Cropland,905.0,910.0,915.0,920.0,925.0,930.0,935.0,940.0,945.0,950.0,955.0,960.0,965.0,970.0,975.0,980.0,985.0,990.0,995.0,1000.0,1005.0,1010.0,1015.0,1020.0,1025.0,1030.0,1035.0,1039.0,1040.0,1042.0,1042.0,1043.0,1044.0,1050.0,1056.0,1061.0,1066.0,1067.0,1067.0,1067.0,1071.0,1226.0,1276.0,1377.0,1377.0,1168.0,1028.0,1128.0,1128.0,1128.0,1028.0,1025.0,1125.0,1125.0,1125.0,1125.0,1125.0,1125.0
South Africa,Country area,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0,121909.0
South Africa,Cropland,12185.0,12235.0,12295.0,12350.0,12410.0,12445.0,12480.0,12530.0,12580.0,12620.0,12670.0,12715.0,12760.0,12805.0,12845.0,12892.0,12850.0,12830.0,12780.0,12740.0,12700.0,12655.0,12655.0,12655.0,12655.0,12900.0,12850.0,12900.0,13000.0,13100.0,13205.0,13473.0,13736.0,13765.0,13820.0,13990.0,14045.0,14060.0,14130.0,14197.0,14085.0,14100.0,14000.0,13680.0,13555.0,12960.0,12962.0,13180.0,13060.0,12963.0,12446.0,12413.0,12413.0,12413.0,12413.0,12413.0,12413.0,12413.0
South Sudan,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63390.6795,63390.6895,63390.6643,63390.7381,63390.7382,63390.6659,63390.6955,63390.6576
South Sudan,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,2760.0,2760.0,2760.0,2760.0,2760.0,2760.0,2760.0
Spain,Country area,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50599.0,50500.0,50502.0,50532.0,50537.0,50537.0,50537.0,50537.0,50537.0,50537.0,50537.0,50560.0,50560.0,50594.0,50594.0,50594.0,50592.4,50593.5,50593.523,50595.7289
Spain,Cropland,20730.0,20832.0,20837.0,20553.0,20594.0,20156.0,20482.0,20359.0,20827.0,20519.0,21184.0,21168.0,20979.0,20885.0,20833.0,20659.0,20604.0,20578.0,20528.0,20499.0,20488.0,20487.0,20508.0,20512.0,20416.0,20420.0,20390.0,20368.0,20324.0,20172.0,20089.0,19947.0,19657.0,19496.0,18753.0,19144.0,19059.0,18516.0,18328.0,18304.0,18044.0,17886.0,17981.0,17957.0,17844.0,17578.0,17396.0,17272.0,17216.0,17221.0,16992.0,17539.0,17133.0,17188.0,17187.89,17033.01,16985.167,16770.3639
Sri Lanka,Country area,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0,6561.0
Sri Lanka,Cropland,1538.0,1522.0,1875.0,1873.0,1876.0,1875.0,1875.0,1882.0,1889.0,1894.0,1900.0,1906.0,1912.0,1918.0,1920.0,1957.0,1994.0,2030.0,1920.0,1910.0,1910.0,1857.0,1869.0,1872.0,1876.0,1887.0,1895.0,1898.0,1901.0,1900.0,1903.0,1905.0,1880.0,1883.0,1886.0,1887.0,1888.0,1889.0,1905.0,1910.0,1911.0,1916.0,1930.0,1870.0,2070.0,2000.0,1950.0,2155.0,2070.0,2180.0,2290.0,2250.0,2300.0,2300.0,2300.0,2310.0,2320.2,2371.6
Sudan,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185410.6888,185410.6027,185410.5341,185410.4772,185410.5787,185410.4915,185410.6923,185410.5405
Sudan,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20016.36,20012.16,19999.56,19991.16,19991.16,19991.16,19991.16,19991.16
Suriname,Country area,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0,16382.0
Suriname,Cropland,35.0,36.0,35.0,39.0,38.0,37.0,36.0,36.0,38.0,38.0,41.0,41.0,43.0,43.0,43.0,43.0,44.0,44.0,45.0,49.0,52.0,55.0,57.0,59.0,62.0,64.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,65.0,52.0,61.0,59.0,55.0,55.0,52.0,52.0,63.0,61.0,63.0,57.0,66.0,71.0,71.0,71.0,68.0,68.0
