Country,Type,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Dominican Republic,Country area,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0,4867.0
Dominican Republic,Cropland,990.0,1005.0,1020.0,1035.0,1050.0,1065.0,1080.0,1090.0,1130.0,1135.0,1144.0,1170.0,1205.0,1225.0,1255.0,1310.0,1340.0,1365.0,1390.0,1420.0,1425.0,1430.0,1430.0,1430.0,1430.0,1437.0,1437.0,1437.0,1441.0,1346.0,1346.0,1346.0,1346.0,1346.0,1376.0,1375.0,1300.0,1310.0,1270.0,1318.0,1318.0,1318.0,1238.0,1220.0,1220.0,1220.0,1220.0,1200.0,1200.0,1200.0,1200.0,1155.0,1155.0,1155.0,1232.0,1232.0,1232.0,1232.0
Dominican Republic,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0795
Ecuador,Country area,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,28356.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0,25637.0
Ecuador,Cropland,2510.0,2510.0,2520.0,2520.0,2530.0,2530.0,2540.0,2535.0,2545.0,2555.0,2565.0,2575.0,2585.0,2609.0,2585.0,2555.0,2535.0,2505.0,2490.0,2462.0,2542.0,2540.0,2595.0,2655.0,2720.0,2780.0,2836.0,2852.0,2853.0,2925.0,2995.0,3020.0,2974.0,3036.0,3001.0,2991.0,3004.0,3004.0,2980.0,2979.0,2800.0,2600.0,2487.0,2523.0,2510.0,2446.0,2415.0,2500.0,2548.4,2577.8,2535.2,2530.9,2663.0,2387.0,2551.0,2415.0,2464.0,2354.0
Ecuador,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,672.0,717.0,752.0,761.0,797.0,758.0,952.0,883.0,938.0,948.0,945.0,911.0,907.0,898.0,841.0,820.0
Egypt,Country area,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0,100145.0
Egypt,Cropland,2568.0,2505.0,2490.0,2506.0,2672.0,2780.0,2801.0,2801.0,2835.0,2843.0,2852.0,2855.0,2855.0,2843.0,2825.0,2730.0,2635.0,2540.0,2447.0,2445.0,2468.0,2445.24,2434.74,2458.26,2497.0,2567.0,2547.0,2581.0,2571.0,2648.0,2643.0,2996.28,3015.18,3012.66,3283.0,3176.46,3244.92,3259.62,3483.0,3291.0,3338.0,3424.0,3409.0,3478.0,3523.0,3533.0,3538.0,3542.0,3689.0,3671.0,3620.0,3696.0,3730.97,3715.19,3789.8771,3733.7654,3835.9688,3835.9688
El Salvador,Country area,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0
El Salvador,Cropland,648.0,648.0,653.0,653.0,650.0,640.0,631.0,629.0,627.0,625.0,668.0,671.0,678.0,688.0,698.0,690.0,699.0,740.0,790.0,800.0,760.0,731.0,727.0,737.0,757.0,777.0,777.0,797.0,797.0,810.0,828.0,851.0,851.0,854.0,855.0,816.0,816.0,850.0,881.0,900.0,950.0,935.0,926.0,974.0,929.0,838.0,867.0,907.0,906.0,900.0,909.0,931.0,924.0,941.0,906.0,926.0,869.0,854.0
El Salvador,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,28.2,30.1,32.5,24.4,27.8,31.4,16.9,15.8,19.5,19.5,21.4,0.0,22.7,0.0,16.7
Equatorial Guinea,Country area,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0,2805.0
Equatorial Guinea,Cropland,210.0,215.0,220.0,221.0,221.0,225.0,225.0,225.0,225.0,225.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,220.0,220.0,220.0,220.0,210.0,210.0,205.0,190.0,190.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
Eritrea,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0,11760.0
Eritrea,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,439.0,440.0,371.0,393.0,500.0,500.0,563.0,565.0,565.0,600.0,600.0,622.0,672.0,672.0,672.0,692.0,692.0,692.0,692.0,692.0,692.0,692.0,692.0,692.0,692.0
Estonia,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4523.0,4534.0,4534.0,4534.0,4534.0,4534.0,4534.0
Estonia,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.0,1077.0,961.0,886.0,896.0,900.0,899.0,871.0,855.0,696.0,631.2,560.7,534.1,602.9,568.0,607.6,605.8,604.5,652.1,639.4,627.3,641.0,657.0,678.0,699.0,688.0,692.0
Eswatini,Country area,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0,1736.0
Eswatini,Cropland,126.0,136.0,132.0,135.0,142.0,151.0,155.0,156.0,152.0,152.0,152.0,171.0,171.0,158.0,170.0,165.0,153.0,194.0,190.0,189.0,142.0,141.0,141.0,179.0,164.0,164.0,177.0,190.0,204.0,192.0,195.0,191.0,190.0,190.0,190.0,190.0,191.0,191.0,191.0,191.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0
Ethiopia,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110430.0,110430.0,110430.0,110430.0,110430.0,110430.0,110430.0,110430.0,110430.0,110430.0,110430.0,113626.8641,113627.143,113627.1646,113626.6279,113626.4348,113626.3489,113626.4131,113626.4777,113626.5636,113626.2415,113626.2415,113626.0912,113625.7692,113625.5762,113625.941
Ethiopia,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10540.0,10472.0,10500.0,10500.0,10492.0,10508.0,10676.0,10662.0,10605.4,10498.0,11607.0,13101.0,13591.0,14219.0,15077.0,14513.0,14985.0,15683.0,16325.2,16488.0,16699.0,16910.0,17121.0,17332.0,17540.1,17903.0
Ethiopia,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,99.0,120.6,121.5,146.9,134.5,179.8,164.37,154.4,182.0,164.6,0.0,0.0,0.0,0.0,0.0,690.7439,788.6496
Falkland Islands (Malvinas),Country area,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0
Faroe Islands,Country area,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6
Faroe Islands,Cropland,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Fiji,Country area,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0
Fiji,Cropland,154.0,154.0,155.0,155.0,150.0,150.0,148.0,146.0,146.0,146.0,146.0,150.0,150.0,150.0,155.0,160.0,165.0,170.0,170.0,170.0,175.0,180.0,185.0,190.0,200.0,200.0,210.0,220.0,230.0,240.0,251.0,260.0,260.0,260.0,265.0,265.0,265.0,255.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,252.0,253.0,252.6,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Finland,Country area,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33815.0,33844.0,33842.0,33842.0,33842.0,33842.0,33842.0,33842.0,33842.0,33842.0,33844.6,33845.0,33845.0,33845.0
Finland,Cropland,2665.7,2680.1,2696.5,2710.6,2721.5,2734.4,2743.4,2746.1,2612.5,2574.2,2553.7,2463.7,2435.1,2447.4,2453.8,2463.9,2420.6,2412.1,2401.5,2372.0,2355.7,2327.7,2314.4,2292.7,2276.4,2261.4,2281.0,2248.2,2262.8,2271.0,2301.8,2286.5,2277.7,2301.9,2146.0,2126.0,2128.7,2170.4,2180.4,2192.0,2197.0,2209.0,2218.0,2225.0,2240.8,2264.8,2260.9,2263.4,2262.5,2258.9,2254.6,2253.1,2227.5,2234.1,2245.6,2249.0,2245.0,2247.0
Finland,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,8.0,0.0,0.0
France,Country area,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.6,54908.7,54908.7,54908.7,54938.7,54908.7,54908.7,54908.7,54908.7,54908.7,54908.7,54908.7,54908.7,54908.7,54908.7,54908.7,54908.7,54908.7,54908.7,54908.7
France,Cropland,21405.0,21320.0,21241.0,20828.0,20542.0,20214.0,19816.0,19303.0,19265.0,19101.0,18690.0,18632.0,18701.0,18887.0,18954.0,18737.0,18836.0,18975.0,18922.0,18872.0,18916.0,19023.0,19027.0,19145.0,19242.0,19302.0,19459.0,19051.0,18928.0,18993.5,19037.3,19051.5,19229.6,19284.3,19347.8,19367.9,19420.9,19462.0,19497.0,19495.1,19480.6,19499.8,19470.8,19478.8,19488.2,19435.6,19358.3,19320.0,19283.4,19311.8,19281.6,19285.5,19302.2,19328.3,19465.0,19348.036,19463.775,19132.2
French Guyana,Country area,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8354.0,8353.0,8353.0,8352.0,8351.0,8350.0,8350.0,8350.0,8350.0,8350.0,8350.0,8350.0,8351.0,8352.0,8353.0,8353.0,8353.0,8354.0,8356.0,8356.0,8356.0,8356.0,8358.0,8358.0,8358.0,8360.0,8360.0,8360.0,8360.0
French Guyana,Cropland,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,16.6,15.3,15.1,15.2,15.2,14.6,15.9,17.7,18.4,18.9,18.6,18.82,18.82
French Polynesia,Country area,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
French Polynesia,Cropland,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.5,24.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5
Gabon,Country area,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0,26767.0
Gabon,Cropland,145.0,160.0,175.0,190.0,205.0,220.0,235.0,250.0,265.0,280.0,300.0,315.0,335.0,350.0,369.0,404.0,427.0,449.0,450.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,457.0,457.0,460.0,460.0,460.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0
Gambia,Country area,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0,1130.0
Gambia,Cropland,124.0,125.0,126.0,127.0,128.0,129.0,131.0,131.0,133.0,134.0,137.0,142.0,147.0,174.0,168.0,167.0,174.0,181.0,170.0,163.0,185.0,206.0,187.0,173.0,173.0,182.0,189.0,204.0,186.0,192.0,201.0,167.0,166.0,185.0,190.0,195.0,210.0,205.0,245.0,285.0,305.0,285.0,305.0,315.0,330.0,298.0,308.0,377.0,433.0,455.0,455.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0
Georgia,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0,6970.0
Georgia,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,1128.0,1127.0,1078.0,1066.0,1063.0,1062.0,1060.0,1062.0,1063.0,1064.0,1066.0,552.0,580.0,578.0,577.0,574.0,558.0,520.0,502.4,495.0,545.7,475.0,477.7,454.0,444.8,431.8
Georgia,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,78.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,Country area,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35697.0,35699.0,35700.0,35702.0,35703.0,35703.0,35703.0,35703.0,35703.0,35703.0,35704.0,35704.0,35705.0,35709.0,35710.0,35710.0,35711.0,35712.0,35712.7,35714.0,35717.0,35734.0,35738.0,35740.9,35758.0,35758.0,35758.0
Germany,Cropland,12724.0,12691.0,12663.0,12661.0,12645.0,12639.0,12525.0,12505.0,12479.0,12391.0,12404.0,12444.0,12449.0,12479.0,12510.0,12563.0,12560.0,12576.0,12558.0,12530.0,12498.0,12464.0,12450.0,12428.0,12426.0,12420.0,12390.0,12390.0,12391.0,12414.0,11807.0,11708.0,11911.0,12037.0,12061.0,12064.0,12060.0,12107.0,12038.0,12020.0,12021.0,11997.0,12033.0,12100.0,12102.0,12064.0,12075.0,12132.0,12145.0,12045.0,12075.0,12034.0,12076.0,12072.0,12051.0,11962.0,11971.0,11930.0
Germany,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,Country area,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0,23854.0
Ghana,Cropland,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3400.0,3400.0,3500.0,3600.0,3600.0,3600.0,3600.0,3800.0,3800.0,3900.0,4000.0,4000.0,4000.0,4100.0,4100.0,4200.0,4320.0,4320.0,4400.0,4500.0,4700.0,4900.0,5300.0,5700.0,5850.0,6100.0,6210.0,6331.0,6535.0,6800.0,6800.0,7000.0,7100.0,7300.0,7300.0,7320.0,7420.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0
Gibraltar,Country area,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Greece,Country area,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0,13196.0
